,francisco_gross,data_hora,pacotuba,sao_joao,ilha_da_luz
11835,24.12,2021-08-03 20:00:00,13.62,4.52,21.39
11836,24.12,2021-08-03 19:00:00,12.9,4.52,21.77
11837,24.12,2021-08-03 18:00:00,12.2,4.63,21.77
11838,24.12,2021-08-03 17:00:00,10.86,4.52,21.77
11839,23.0,2021-08-03 16:00:00,10.21,4.52,21.77
11840,23.0,2021-08-03 15:00:00,10.86,4.52,22.16
11841,23.0,2021-08-03 14:00:00,11.52,4.52,22.16
11842,23.0,2021-08-03 13:00:00,12.9,4.52,22.16
11843,23.0,2021-08-03 12:00:00,14.36,4.52,22.16
11844,23.0,2021-08-03 11:00:00,15.88,4.52,22.16
11845,22.45,2021-08-03 10:00:00,17.49,4.52,22.16
11846,23.0,2021-08-03 09:00:00,17.49,4.52,22.16
11847,22.45,2021-08-03 08:00:00,17.49,4.52,22.55
11848,22.45,2021-08-03 07:00:00,17.49,4.52,22.55
11849,22.45,2021-08-03 06:00:00,16.68,4.52,22.55
11850,22.45,2021-08-03 05:00:00,15.11,4.52,22.55
11851,22.45,2021-08-03 04:00:00,14.36,4.52,22.55
11852,22.45,2021-08-03 03:00:00,14.36,4.52,22.55
11853,22.45,2021-08-03 02:00:00,14.36,4.52,22.55
11854,22.45,2021-08-03 01:00:00,14.36,4.52,22.55
11855,22.45,2021-08-03 00:00:00,14.36,4.52,22.55
11856,22.45,2021-08-02 23:00:00,14.36,4.52,22.55
11857,22.45,2021-08-02 22:00:00,14.36,4.63,22.55
11858,22.45,2021-08-02 21:00:00,14.36,4.63,22.16
11859,22.45,2021-08-02 20:00:00,13.62,4.63,22.55
11860,22.45,2021-08-02 19:00:00,12.9,4.63,22.55
11861,22.45,2021-08-02 18:00:00,12.9,4.63,22.55
11862,23.0,2021-08-02 17:00:00,12.2,4.63,22.55
11863,22.45,2021-08-02 16:00:00,12.2,4.63,21.77
11864,21.37,2021-08-02 15:00:00,13.62,4.74,22.16
11865,21.37,2021-08-02 14:00:00,15.11,4.74,22.16
11866,21.37,2021-08-02 13:00:00,17.49,4.74,21.77
11867,21.37,2021-08-02 12:00:00,20.02,4.74,21.77
11868,21.37,2021-08-02 11:00:00,21.8,4.63,21.39
11869,21.37,2021-08-02 10:00:00,23.66,4.63,21.39
11870,21.37,2021-08-02 09:00:00,24.61,4.63,21.77
11871,20.84,2021-08-02 08:00:00,25.58,4.63,21.77
11872,20.84,2021-08-02 07:00:00,25.58,4.63,21.39
11873,20.84,2021-08-02 06:00:00,25.58,4.63,21.77
11874,20.84,2021-08-02 05:00:00,24.61,4.63,21.77
11875,20.84,2021-08-02 04:00:00,23.66,4.63,21.39
11876,20.84,2021-08-02 03:00:00,23.66,4.63,21.39
11877,20.84,2021-08-02 02:00:00,23.66,4.63,21.39
11878,21.91,2021-08-02 01:00:00,23.66,4.63,21.39
11879,22.45,2021-08-02 00:00:00,23.66,4.63,21.39
11880,22.45,2021-08-01 23:00:00,23.66,4.63,21.01
11881,22.45,2021-08-01 22:00:00,22.72,4.63,21.01
11882,22.45,2021-08-01 21:00:00,22.72,4.63,20.63
11883,22.45,2021-08-01 20:00:00,21.8,4.63,20.63
11884,22.45,2021-08-01 19:00:00,21.8,4.63,20.63
11885,22.45,2021-08-01 18:00:00,20.9,4.52,20.63
11886,22.45,2021-08-01 17:00:00,20.02,4.52,21.01
11887,22.45,2021-08-01 16:00:00,20.02,4.52,20.63
11888,22.45,2021-08-01 15:00:00,20.9,4.52,20.63
11889,22.45,2021-08-01 14:00:00,21.8,4.52,20.63
11890,23.0,2021-08-01 13:00:00,22.72,4.52,20.63
11891,23.0,2021-08-01 12:00:00,23.66,4.52,20.63
11892,23.0,2021-08-01 10:00:00,25.58,4.52,20.63
11893,22.45,2021-08-01 09:00:00,26.57,4.52,20.63
11894,22.45,2021-08-01 08:00:00,25.58,4.41,20.63
11895,22.45,2021-08-01 07:00:00,25.58,4.41,20.63
11896,22.45,2021-08-01 06:00:00,23.66,4.41,21.01
11897,22.45,2021-08-01 05:00:00,24.61,4.52,20.63
11898,22.45,2021-08-01 04:00:00,23.66,4.52,20.63
11899,22.45,2021-08-01 03:00:00,23.66,4.52,20.63
11900,22.45,2021-08-01 02:00:00,23.66,4.52,21.01
11901,22.45,2021-08-01 01:00:00,24.61,4.52,21.01
11902,22.45,2021-08-01 00:00:00,24.61,4.52,21.01
11903,22.45,2021-07-31 23:00:00,24.61,4.52,21.01
11904,22.45,2021-07-31 22:00:00,24.61,4.52,20.63
11905,22.45,2021-07-31 21:00:00,23.66,4.52,20.63
11906,22.45,2021-07-31 20:00:00,23.66,4.52,21.01
11907,22.45,2021-07-31 19:00:00,22.72,4.52,21.01
11908,22.45,2021-07-31 18:00:00,22.72,4.52,21.01
11909,22.45,2021-07-31 17:00:00,22.72,4.52,21.01
11910,22.45,2021-07-31 16:00:00,21.8,4.52,21.01
11911,22.45,2021-07-31 15:00:00,21.8,4.52,21.01
11912,21.37,2021-07-31 14:00:00,21.8,4.52,21.01
11913,21.37,2021-07-31 13:00:00,23.66,4.52,20.63
11914,21.37,2021-07-31 12:00:00,24.61,4.52,21.01
11915,21.37,2021-07-31 11:00:00,25.58,4.52,21.39
11916,21.37,2021-07-31 10:00:00,26.57,4.52,21.39
11917,21.37,2021-07-31 09:00:00,27.57,4.52,21.39
11918,20.84,2021-07-31 08:00:00,27.57,4.52,21.77
11919,20.84,2021-07-31 07:00:00,27.57,4.52,21.77
11920,20.84,2021-07-31 06:00:00,27.57,4.52,22.16
11921,20.84,2021-07-31 05:00:00,26.57,4.52,22.55
11922,20.84,2021-07-31 04:00:00,25.58,4.52,22.55
11923,20.84,2021-07-31 03:00:00,25.58,4.52,22.94
11924,20.84,2021-07-31 02:00:00,25.58,4.52,22.94
11925,20.84,2021-07-31 01:00:00,25.58,4.52,23.74
11926,20.84,2021-07-31 00:00:00,25.58,4.52,23.74
11927,20.84,2021-07-30 23:00:00,24.61,4.52,24.14
11928,20.84,2021-07-30 22:00:00,25.58,4.52,24.54
11929,20.84,2021-07-30 21:00:00,24.61,4.52,24.95
11930,20.84,2021-07-30 20:00:00,23.66,4.52,25.36
11931,21.37,2021-07-30 19:00:00,21.8,4.63,25.78
11932,21.37,2021-07-30 18:00:00,20.9,4.63,26.2
11933,21.37,2021-07-30 17:00:00,20.02,4.63,26.62
11934,21.37,2021-07-30 16:00:00,20.02,4.63,26.62
11935,21.37,2021-07-30 15:00:00,20.02,4.63,26.62
11936,21.37,2021-07-30 14:00:00,20.9,4.63,26.62
11937,21.37,2021-07-30 13:00:00,21.8,4.63,26.2
11938,21.37,2021-07-30 12:00:00,23.66,4.63,25.78
11939,21.37,2021-07-30 11:00:00,26.57,4.63,24.54
11940,21.37,2021-07-30 10:00:00,28.6,4.63,23.74
11941,21.37,2021-07-30 09:00:00,28.6,4.63,22.55
11942,21.37,2021-07-30 08:00:00,29.64,4.63,21.39
11943,20.84,2021-07-30 07:00:00,29.64,4.63,21.01
11944,20.84,2021-07-30 06:00:00,28.6,4.63,21.01
11945,20.84,2021-07-30 05:00:00,28.6,4.63,21.01
11946,20.84,2021-07-30 04:00:00,29.64,4.63,21.01
11947,20.84,2021-07-30 03:00:00,30.69,4.63,21.01
11948,20.84,2021-07-30 02:00:00,30.69,4.63,21.01
11949,20.84,2021-07-30 01:00:00,32.86,4.63,21.01
11950,20.84,2021-07-30 00:00:00,33.97,4.63,21.01
11951,20.84,2021-07-29 23:00:00,32.86,4.63,21.01
11952,21.37,2021-07-29 22:00:00,32.86,4.63,21.01
11953,20.84,2021-07-29 21:00:00,31.77,4.63,21.01
11954,21.91,2021-07-29 20:00:00,29.64,4.63,21.01
11955,24.12,2021-07-29 19:00:00,26.57,4.63,21.01
11956,24.12,2021-07-29 18:00:00,21.8,4.63,21.01
11957,24.69,2021-07-29 17:00:00,17.49,4.63,21.01
11958,24.12,2021-07-29 16:00:00,15.11,4.63,21.01
11959,25.27,2021-07-29 15:00:00,14.36,4.63,21.01
11960,28.24,2021-07-29 14:00:00,15.88,4.63,21.39
11961,28.24,2021-07-29 13:00:00,15.88,4.52,21.39
11962,32.01,2021-07-29 12:00:00,17.49,4.52,21.39
11963,32.01,2021-07-29 11:00:00,18.31,4.52,21.39
11964,32.01,2021-07-29 10:00:00,17.49,4.52,21.39
11965,32.01,2021-07-29 09:00:00,16.68,4.52,21.77
11966,32.01,2021-07-29 08:00:00,15.88,4.52,21.77
11967,32.01,2021-07-29 07:00:00,15.11,4.52,21.77
11968,32.01,2021-07-29 06:00:00,13.62,4.52,21.77
11969,30.73,2021-07-29 05:00:00,12.9,4.52,21.77
11970,22.45,2021-07-29 04:00:00,12.9,4.52,21.77
11971,22.45,2021-07-29 03:00:00,11.52,4.63,21.77
11972,21.91,2021-07-29 02:00:00,11.52,4.63,22.16
11973,21.91,2021-07-29 01:00:00,10.86,4.63,22.16
11974,21.91,2021-07-29 00:00:00,10.86,4.63,22.16
11975,21.91,2021-07-28 23:00:00,10.21,4.63,22.16
11976,22.45,2021-07-28 22:00:00,9.58,4.63,22.16
11977,21.91,2021-07-28 21:00:00,9.58,4.63,22.16
11978,21.91,2021-07-28 20:00:00,8.98,4.63,22.55
11979,21.91,2021-07-28 19:00:00,8.39,4.63,22.55
11980,21.91,2021-07-28 18:00:00,8.39,4.63,22.16
11981,22.45,2021-07-28 17:00:00,7.82,4.63,22.55
11982,22.45,2021-07-28 16:00:00,7.27,4.63,22.55
11983,22.45,2021-07-28 15:00:00,7.27,4.63,22.16
11984,22.45,2021-07-28 14:00:00,8.39,4.63,22.16
11985,22.45,2021-07-28 13:00:00,9.58,4.63,21.77
11986,22.45,2021-07-28 12:00:00,10.86,4.63,21.77
11987,22.45,2021-07-28 11:00:00,12.2,4.63,21.77
11988,22.45,2021-07-28 10:00:00,13.62,4.63,21.39
11989,22.45,2021-07-28 09:00:00,14.36,4.63,21.39
11990,21.91,2021-07-28 08:00:00,13.62,4.52,21.39
11991,21.91,2021-07-28 07:00:00,13.62,4.52,21.39
11992,21.91,2021-07-28 06:00:00,12.9,4.52,21.39
11993,21.91,2021-07-28 05:00:00,12.9,4.52,21.01
11994,21.91,2021-07-28 04:00:00,12.2,4.52,21.39
11995,21.91,2021-07-28 03:00:00,12.2,4.52,21.39
11996,23.0,2021-07-28 02:00:00,12.2,4.63,21.39
11997,23.56,2021-07-28 01:00:00,12.2,4.63,21.39
11998,23.0,2021-07-28 00:00:00,11.52,4.63,21.39
11999,23.56,2021-07-27 23:00:00,11.52,4.63,21.39
12000,23.56,2021-07-27 22:00:00,10.86,4.63,21.01
12001,23.0,2021-07-27 21:00:00,10.86,4.63,21.01
12002,23.56,2021-07-27 20:00:00,9.58,4.63,21.01
12003,23.56,2021-07-27 19:00:00,8.98,4.74,21.01
12004,23.56,2021-07-27 18:00:00,8.39,4.74,20.63
12005,24.12,2021-07-27 17:00:00,7.27,4.63,21.01
12006,24.12,2021-07-27 16:00:00,7.27,4.63,20.63
12007,24.12,2021-07-27 15:00:00,7.82,4.63,21.01
12008,23.56,2021-07-27 14:00:00,8.39,4.74,21.01
12009,24.12,2021-07-27 13:00:00,10.21,4.63,21.01
12010,24.12,2021-07-27 12:00:00,11.52,4.63,20.63
12011,24.69,2021-07-27 11:00:00,12.9,4.63,20.63
12012,24.12,2021-07-27 10:00:00,14.36,4.63,20.63
12013,24.69,2021-07-27 09:00:00,15.11,4.63,21.01
12014,24.69,2021-07-27 08:00:00,15.11,4.63,21.39
12015,24.12,2021-07-27 07:00:00,15.88,4.63,21.39
12016,24.12,2021-07-27 06:00:00,15.88,4.63,21.39
12017,24.12,2021-07-27 05:00:00,15.11,4.63,21.77
12018,23.0,2021-07-27 04:00:00,14.36,4.63,22.16
12019,22.45,2021-07-27 03:00:00,14.36,4.63,21.77
12020,22.45,2021-07-27 02:00:00,13.62,4.63,22.16
12021,22.45,2021-07-27 01:00:00,13.62,4.74,22.55
12022,22.45,2021-07-27 00:00:00,12.9,4.74,22.55
12023,22.45,2021-07-26 23:00:00,12.9,4.74,22.55
12024,22.45,2021-07-26 22:00:00,12.9,4.74,22.55
12025,22.45,2021-07-26 21:00:00,11.52,4.74,22.16
12026,22.45,2021-07-26 20:00:00,10.21,4.74,22.55
12027,23.0,2021-07-26 19:00:00,10.21,4.74,22.55
12028,22.45,2021-07-26 18:00:00,8.98,4.74,22.55
12029,23.0,2021-07-26 17:00:00,8.39,4.74,22.55
12030,23.0,2021-07-26 16:00:00,8.98,4.85,22.55
12031,23.0,2021-07-26 15:00:00,9.58,4.85,22.55
12032,22.45,2021-07-26 14:00:00,10.86,4.74,22.55
12033,22.45,2021-07-26 13:00:00,12.9,4.74,22.55
12034,22.45,2021-07-26 12:00:00,15.11,4.63,22.55
12035,22.45,2021-07-26 11:00:00,17.49,4.63,22.16
12036,22.45,2021-07-26 10:00:00,19.16,4.63,22.55
12037,22.45,2021-07-26 09:00:00,20.9,4.63,22.55
12038,21.91,2021-07-26 08:00:00,20.9,4.74,22.55
12039,21.91,2021-07-26 07:00:00,20.9,4.74,22.55
12040,21.91,2021-07-26 06:00:00,20.02,4.74,22.55
12041,21.37,2021-07-26 05:00:00,19.16,4.74,22.55
12042,20.84,2021-07-26 04:00:00,19.16,4.74,22.55
12043,20.84,2021-07-26 03:00:00,18.31,4.74,22.55
12044,20.84,2021-07-26 02:00:00,18.31,4.74,22.55
12045,20.84,2021-07-26 01:00:00,18.31,4.74,22.55
12046,21.37,2021-07-26 00:00:00,17.49,4.85,22.55
12047,21.37,2021-07-25 23:00:00,17.49,4.85,22.94
12048,21.37,2021-07-25 22:00:00,16.68,4.85,22.55
12049,21.91,2021-07-25 21:00:00,15.88,4.85,22.55
12050,22.45,2021-07-25 20:00:00,15.11,4.85,22.55
12051,23.0,2021-07-25 19:00:00,14.36,4.85,22.55
12052,24.12,2021-07-25 18:00:00,13.62,4.85,22.55
12053,24.12,2021-07-25 17:00:00,12.9,4.85,22.55
12054,24.12,2021-07-25 16:00:00,12.2,4.85,22.16
12055,24.12,2021-07-25 15:00:00,12.9,4.85,22.16
12056,24.12,2021-07-25 14:00:00,15.11,4.85,21.77
12057,24.12,2021-07-25 13:00:00,16.68,4.85,21.77
12058,24.12,2021-07-25 12:00:00,19.16,4.85,21.77
12059,24.12,2021-07-25 11:00:00,20.02,4.85,21.01
12060,24.12,2021-07-25 10:00:00,21.8,4.85,21.39
12061,24.12,2021-07-25 09:00:00,22.72,4.85,21.39
12062,23.56,2021-07-25 08:00:00,21.8,4.85,21.39
12063,24.12,2021-07-25 07:00:00,22.72,4.85,21.01
12064,24.12,2021-07-25 06:00:00,21.8,4.85,21.01
12065,24.12,2021-07-25 05:00:00,20.9,4.85,21.01
12066,24.12,2021-07-25 04:00:00,20.9,4.85,21.01
12067,24.12,2021-07-25 03:00:00,20.9,4.85,21.01
12068,23.56,2021-07-25 02:00:00,20.02,4.97,21.39
12069,23.56,2021-07-25 01:00:00,20.02,4.97,21.39
12070,24.12,2021-07-25 00:00:00,19.16,4.97,21.77
12071,24.12,2021-07-24 23:00:00,19.16,4.97,21.77
12072,24.12,2021-07-24 22:00:00,18.31,4.97,22.16
12073,24.12,2021-07-24 21:00:00,17.49,4.97,22.16
12074,24.12,2021-07-24 20:00:00,16.68,4.97,22.55
12075,24.12,2021-07-24 19:00:00,15.11,4.97,22.55
12076,24.12,2021-07-24 18:00:00,13.62,4.97,22.55
12077,24.12,2021-07-24 17:00:00,12.9,4.97,22.55
12078,24.12,2021-07-24 16:00:00,12.2,5.08,22.94
12079,24.12,2021-07-24 15:00:00,12.9,5.08,22.55
12080,24.12,2021-07-24 14:00:00,14.36,5.08,22.55
12081,24.12,2021-07-24 13:00:00,15.88,5.08,22.55
12082,24.12,2021-07-24 12:00:00,17.49,5.08,22.55
12083,24.12,2021-07-24 11:00:00,18.31,4.97,22.55
12084,24.12,2021-07-24 10:00:00,20.02,4.97,22.55
12085,24.12,2021-07-24 09:00:00,20.9,4.97,22.55
12086,24.12,2021-07-24 08:00:00,20.02,4.97,22.55
12087,24.12,2021-07-24 07:00:00,21.8,4.85,22.55
12088,24.12,2021-07-24 06:00:00,21.8,4.85,22.55
12089,23.56,2021-07-24 05:00:00,21.8,4.85,22.55
12090,24.12,2021-07-24 04:00:00,21.8,4.85,22.55
12091,23.0,2021-07-24 03:00:00,22.72,4.85,22.94
12092,22.45,2021-07-24 02:00:00,21.8,4.85,22.94
12093,22.45,2021-07-24 01:00:00,22.72,4.85,22.94
12094,22.45,2021-07-24 00:00:00,21.8,4.85,23.34
12095,22.45,2021-07-23 23:00:00,22.72,4.85,22.94
12096,21.91,2021-07-23 22:00:00,21.8,4.85,23.34
12097,20.84,2021-07-23 21:00:00,21.8,4.85,23.34
12098,20.84,2021-07-23 20:00:00,20.02,4.85,23.74
12099,20.84,2021-07-23 19:00:00,19.16,4.85,23.34
12100,20.84,2021-07-23 18:00:00,18.31,4.85,23.74
12101,20.84,2021-07-23 17:00:00,18.31,4.85,23.74
12102,21.37,2021-07-23 16:00:00,17.49,4.85,23.74
12103,22.45,2021-07-23 15:00:00,18.31,4.85,23.74
12104,23.0,2021-07-23 14:00:00,19.16,4.85,23.74
12105,24.12,2021-07-23 13:00:00,20.9,4.85,23.74
12106,24.12,2021-07-23 12:00:00,22.72,4.85,23.74
12107,24.12,2021-07-23 11:00:00,24.61,4.85,23.74
12108,24.12,2021-07-23 10:00:00,25.58,4.85,23.74
12109,24.12,2021-07-23 09:00:00,25.58,4.85,23.34
12110,24.12,2021-07-23 08:00:00,24.61,4.85,23.34
12111,24.12,2021-07-23 07:00:00,24.61,4.85,23.34
12112,24.12,2021-07-23 06:00:00,23.66,4.74,23.34
12113,24.12,2021-07-23 05:00:00,23.66,4.85,22.94
12114,24.12,2021-07-23 04:00:00,23.66,4.85,22.94
12115,23.56,2021-07-23 03:00:00,24.61,4.85,22.55
12116,24.12,2021-07-23 02:00:00,24.61,4.85,22.55
12117,24.12,2021-07-23 01:00:00,25.58,4.85,22.94
12118,24.12,2021-07-23 00:00:00,25.58,4.85,22.55
12119,24.12,2021-07-22 23:00:00,25.58,4.85,22.16
12120,24.12,2021-07-22 22:00:00,24.61,4.85,22.55
12121,24.12,2021-07-22 21:00:00,24.61,4.85,22.16
12122,24.12,2021-07-22 20:00:00,23.66,4.85,22.16
12123,24.12,2021-07-22 19:00:00,23.66,4.85,22.16
12124,24.12,2021-07-22 18:00:00,22.72,4.85,22.55
12125,24.12,2021-07-22 17:00:00,21.8,4.85,22.16
12126,24.12,2021-07-22 16:00:00,20.9,4.97,22.55
12127,24.12,2021-07-22 15:00:00,20.9,4.97,22.16
12128,24.12,2021-07-22 14:00:00,22.72,4.97,22.16
12129,24.12,2021-07-22 13:00:00,23.66,4.97,22.16
12130,24.69,2021-07-22 12:00:00,25.58,4.97,22.16
12131,25.85,2021-07-22 11:00:00,27.57,4.97,22.16
12132,25.85,2021-07-22 10:00:00,27.57,4.97,22.16
12133,25.85,2021-07-22 09:00:00,27.57,4.85,22.16
12134,25.85,2021-07-22 08:00:00,27.57,4.85,22.16
12135,25.85,2021-07-22 07:00:00,26.57,4.85,22.55
12136,25.85,2021-07-22 06:00:00,25.58,4.97,22.55
12137,25.27,2021-07-22 05:00:00,24.61,4.97,22.16
12138,25.27,2021-07-22 04:00:00,24.61,4.97,22.55
12139,25.85,2021-07-22 03:00:00,23.66,4.97,22.55
12140,25.27,2021-07-22 02:00:00,24.61,4.97,22.55
12141,24.69,2021-07-22 01:00:00,24.61,4.97,22.55
12142,24.69,2021-07-22 00:00:00,24.61,4.97,22.55
12143,24.69,2021-07-21 23:00:00,24.61,4.97,22.55
12144,24.69,2021-07-21 22:00:00,23.66,4.97,22.55
12145,24.69,2021-07-21 21:00:00,23.66,5.08,22.94
12146,24.69,2021-07-21 20:00:00,21.8,5.08,22.94
12147,24.69,2021-07-21 19:00:00,21.8,5.08,22.94
12148,24.69,2021-07-21 18:00:00,20.02,5.2,23.34
12149,23.56,2021-07-21 17:00:00,19.16,5.2,23.74
12150,23.56,2021-07-21 16:00:00,18.31,5.2,23.74
12151,23.56,2021-07-21 15:00:00,20.02,5.2,23.74
12152,23.56,2021-07-21 14:00:00,21.8,5.2,23.74
12153,23.56,2021-07-21 13:00:00,23.66,5.2,23.74
12154,23.56,2021-07-21 12:00:00,26.57,5.2,23.74
12155,23.0,2021-07-21 11:00:00,27.57,4.97,24.14
12156,23.56,2021-07-21 10:00:00,29.64,4.85,23.74
12157,23.0,2021-07-21 09:00:00,30.69,4.85,23.74
12158,23.0,2021-07-21 08:00:00,30.69,4.97,23.74
12159,23.0,2021-07-21 07:00:00,30.69,4.97,23.74
12160,23.0,2021-07-21 06:00:00,28.6,4.97,23.34
12161,23.0,2021-07-21 05:00:00,28.6,4.97,22.55
12162,23.0,2021-07-21 04:00:00,27.57,4.97,22.55
12163,23.0,2021-07-21 03:00:00,27.57,4.97,22.55
12164,22.45,2021-07-21 02:00:00,27.57,4.97,22.55
12165,23.0,2021-07-21 01:00:00,27.57,4.97,22.55
12166,22.45,2021-07-21 00:00:00,28.6,5.08,22.55
12167,23.0,2021-07-20 23:00:00,28.6,4.97,22.55
12168,23.0,2021-07-20 22:00:00,28.6,5.08,22.55
12169,23.0,2021-07-20 21:00:00,28.6,5.08,22.55
12170,23.0,2021-07-20 20:00:00,27.57,5.08,22.55
12171,23.0,2021-07-20 19:00:00,26.57,5.08,22.55
12172,23.0,2021-07-20 18:00:00,25.58,5.08,22.55
12173,23.56,2021-07-20 17:00:00,24.61,5.08,22.55
12174,23.56,2021-07-20 16:00:00,23.66,5.08,22.55
12175,23.56,2021-07-20 15:00:00,22.72,5.2,22.55
12176,23.56,2021-07-20 14:00:00,23.66,5.2,22.94
12177,23.0,2021-07-20 13:00:00,23.66,5.08,22.94
12178,23.56,2021-07-20 12:00:00,24.61,5.08,22.94
12179,23.56,2021-07-20 11:00:00,25.58,5.08,23.34
12180,23.56,2021-07-20 10:00:00,25.58,5.08,23.34
12181,23.0,2021-07-20 09:00:00,25.58,4.97,23.74
12182,23.0,2021-07-20 08:00:00,24.61,4.97,23.74
12183,24.69,2021-07-20 07:00:00,24.61,4.97,23.74
12184,26.44,2021-07-20 06:00:00,23.66,4.97,23.74
12185,27.03,2021-07-20 05:00:00,21.8,4.97,24.14
12186,27.03,2021-07-20 04:00:00,20.9,4.97,24.14
12187,27.63,2021-07-20 03:00:00,20.9,4.97,24.54
12188,27.63,2021-07-20 02:00:00,20.02,4.97,24.54
12189,27.63,2021-07-20 01:00:00,20.02,4.97,24.54
12190,23.0,2021-07-20 00:00:00,20.02,5.08,24.14
12191,23.0,2021-07-19 23:00:00,20.02,4.97,24.14
12192,23.0,2021-07-19 22:00:00,20.02,5.08,23.74
12193,23.0,2021-07-19 21:00:00,19.16,5.08,23.74
12194,23.0,2021-07-19 20:00:00,19.16,5.08,23.74
12195,23.56,2021-07-19 19:00:00,17.49,5.08,23.74
12196,23.56,2021-07-19 18:00:00,16.68,5.08,23.74
12197,23.56,2021-07-19 17:00:00,15.88,5.08,23.74
12198,23.56,2021-07-19 16:00:00,14.36,5.08,23.34
12199,23.56,2021-07-19 15:00:00,14.36,5.08,23.34
12200,23.56,2021-07-19 14:00:00,15.11,5.08,23.34
12201,23.0,2021-07-19 13:00:00,16.68,5.08,23.34
12202,23.56,2021-07-19 12:00:00,17.49,5.08,22.94
12203,23.56,2021-07-19 11:00:00,19.16,5.08,22.94
12204,23.56,2021-07-19 10:00:00,20.02,5.08,22.94
12205,23.0,2021-07-19 09:00:00,20.02,5.08,22.94
12206,23.0,2021-07-19 08:00:00,18.31,4.97,22.94
12207,23.0,2021-07-19 07:00:00,16.68,4.97,22.94
12208,23.0,2021-07-19 06:00:00,15.88,4.97,22.55
12209,24.12,2021-07-19 05:00:00,15.11,4.97,22.55
12210,24.12,2021-07-19 04:00:00,15.11,4.97,22.55
12211,24.12,2021-07-19 03:00:00,14.36,4.97,22.55
12212,24.12,2021-07-19 02:00:00,13.62,4.97,22.55
12213,24.12,2021-07-19 01:00:00,14.36,5.08,22.55
12214,24.12,2021-07-19 00:00:00,13.62,5.08,22.55
12215,24.69,2021-07-18 23:00:00,13.62,5.08,22.55
12216,28.24,2021-07-18 22:00:00,12.9,5.08,22.55
12217,28.24,2021-07-18 21:00:00,12.9,5.08,22.55
12218,28.24,2021-07-18 20:00:00,11.52,5.08,22.55
12219,28.24,2021-07-18 19:00:00,10.21,5.08,22.94
12220,25.27,2021-07-18 18:00:00,9.58,5.08,22.94
12221,25.27,2021-07-18 17:00:00,8.39,5.2,22.94
12222,25.27,2021-07-18 16:00:00,8.39,5.2,23.34
12223,25.27,2021-07-18 15:00:00,8.39,5.2,23.34
12224,25.27,2021-07-18 14:00:00,9.58,5.2,23.34
12225,25.27,2021-07-18 13:00:00,10.86,5.2,23.74
12226,25.27,2021-07-18 12:00:00,12.2,5.2,23.74
12227,25.27,2021-07-18 11:00:00,13.62,5.2,24.14
12228,25.27,2021-07-18 10:00:00,15.11,5.2,24.54
12229,25.27,2021-07-18 09:00:00,15.88,5.2,24.54
12230,24.69,2021-07-18 08:00:00,15.88,5.2,24.54
12231,24.69,2021-07-18 07:00:00,15.88,5.08,24.95
12232,24.69,2021-07-18 06:00:00,15.11,5.08,24.95
12233,24.69,2021-07-18 05:00:00,14.36,5.08,24.95
12234,25.27,2021-07-18 04:00:00,13.62,5.2,24.95
12235,24.69,2021-07-18 03:00:00,13.62,5.2,24.95
12236,24.69,2021-07-18 02:00:00,12.9,5.2,24.54
12237,24.12,2021-07-18 01:00:00,12.9,5.2,24.54
12238,23.0,2021-07-18 00:00:00,12.9,5.2,24.54
12239,23.0,2021-07-17 23:00:00,12.2,5.2,24.14
12240,23.0,2021-07-17 22:00:00,12.2,5.2,24.54
12241,23.0,2021-07-17 21:00:00,11.52,5.2,24.54
12242,23.0,2021-07-17 20:00:00,11.52,5.2,24.14
12243,23.56,2021-07-17 19:00:00,11.52,5.2,24.54
12244,23.0,2021-07-17 18:00:00,10.86,5.2,24.95
12245,23.56,2021-07-17 17:00:00,9.58,5.2,24.54
12246,23.56,2021-07-17 16:00:00,9.58,5.2,24.95
12247,23.56,2021-07-17 15:00:00,10.21,5.2,24.95
12248,23.56,2021-07-17 14:00:00,11.52,5.2,24.95
12249,23.56,2021-07-17 13:00:00,12.9,5.2,24.95
12250,23.56,2021-07-17 12:00:00,14.36,5.2,24.95
12251,23.56,2021-07-17 11:00:00,15.88,5.2,24.95
12252,23.56,2021-07-17 10:00:00,16.68,5.2,24.95
12253,23.56,2021-07-17 09:00:00,17.49,5.2,25.36
12254,23.0,2021-07-17 08:00:00,16.68,5.2,25.36
12255,23.0,2021-07-17 07:00:00,16.68,5.2,25.78
12256,23.0,2021-07-17 06:00:00,15.11,5.2,25.78
12257,24.69,2021-07-17 05:00:00,15.11,5.2,25.78
12258,24.69,2021-07-17 04:00:00,15.11,5.2,26.2
12259,24.69,2021-07-17 03:00:00,14.36,5.2,26.2
12260,26.44,2021-07-17 02:00:00,14.36,5.2,26.2
12261,27.03,2021-07-17 01:00:00,15.11,5.2,26.62
12262,27.03,2021-07-17 00:00:00,15.11,5.2,26.62
12263,27.63,2021-07-16 23:00:00,15.11,5.31,27.47
12264,27.63,2021-07-16 22:00:00,15.11,5.31,27.47
12265,27.03,2021-07-16 21:00:00,14.36,5.31,27.04
12266,24.69,2021-07-16 20:00:00,12.9,5.31,27.47
12267,25.27,2021-07-16 19:00:00,11.52,5.31,27.47
12268,25.27,2021-07-16 18:00:00,10.86,5.31,26.62
12269,25.27,2021-07-16 17:00:00,9.58,5.31,26.62
12270,25.27,2021-07-16 16:00:00,8.98,5.31,26.2
